a_DT_date,a_DT_time,a_rank,b_name,c_symbol,d_price,e_P24h,f_P7d,g_marketCap,h_volumnCOIN,h_volumnUSD,i_circulatingSupply,k_imageChart
12/11/2021,12:08:33,1607,ArGo,ARGO,$0.2723,+6.80,+4.27,"$2,422,325","231,816 ARGO","$63,123","8,895,833 ARGO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9663.svg
12/11/2021,12:08:33,802,BetU,BETU,$0.2692,-5.75,-2.91,"$28,963,119","17,441,118 BETU","$4,694,344","107,608,038 BETU",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11685.svg
12/11/2021,12:08:33,803,QASH,QASH,$0.08271,-2.82,-3.09,"$28,948,311","6,646,091 QASH","$549,695","350,000,000 QASH",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2213.svg
12/11/2021,12:08:33,804,USDK,USDK,$1.00,+0.04,-0.04,"$28,649,777","178,981,928 USDK","$179,292,990","28,600,072 USDK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4064.svg
12/11/2021,12:08:33,805,Callisto Network,CLO,$0.0111,+1.78,-3.07,"$28,592,518","8,941,299 CLO","$99,279","2,575,109,612 CLO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2757.svg
12/11/2021,12:08:33,806,Blockchain Monster Hunt,BCMC,$2.15,-8.24,-9.16,"$28,561,364","937,061 BCMC","$2,012,312","13,300,000 BCMC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12751.svg
12/11/2021,12:08:33,807,SafeCoin,SAFE,$1.03,-4.90,-7.71,"$28,528,785","77,319 SAFE","$79,532","27,735,063 SAFE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3799.svg
12/11/2021,12:08:33,502,HUNT,HUNT,$0.7827,-1.70,-6.19,"$86,375,249","16,428,452 HUNT","$12,858,328","110,357,399 HUNT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5380.svg
12/11/2021,12:08:33,503,Beyond Protocol,BP,$11.62,-8.20,-8.29,"$86,331,453","153,147 BP","$1,779,998","7,427,778 BP",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12293.svg
12/11/2021,12:08:33,504,Bluzelle,BLZ,$0.2766,+4.73,+0.50,"$85,915,856","55,192,818 BLZ","$15,269,015","310,559,532 BLZ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2505.svg
12/11/2021,12:08:33,505,Contentos,COS,$0.02432,+5.74,+0.76,"$85,220,119","1,654,756,401 COS","$40,242,534","3,504,216,171 COS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4036.svg
12/11/2021,12:08:33,506,Energi,NRG,$1.82,+4.10,+3.06,"$85,177,759","176,849 NRG","$321,414","46,866,786 NRG",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3218.svg
12/11/2021,12:08:33,1608,PUBLISH,NEWS,$0.01204,-0.05,-0.08,"$2,401,518",,,"199,387,431 NEWS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4647.svg
12/11/2021,12:08:33,1609,Jarvis Network,JRT,$0.08276,+8.15,+1.32,"$2,400,389","7,783,617 JRT","$644,135","29,005,880 JRT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5187.svg
12/11/2021,12:08:33,1610,Patron,PAT,$0.006079,+2.38,+3.67,"$2,394,940","703,544 PAT","$4,277","393,938,955 PAT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2759.svg
12/11/2021,12:08:33,808,Polker,PKR,$0.4921,+7.70,+8.92,"$28,488,699","pkr19,828,084","$9,758,146","57,887,668 PKR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10427.svg
12/11/2021,12:08:33,809,Oraichain Token,ORAI,$13.93,+7.77,+8.41,"$28,476,038","75,060 ORAI","$1,045,483","2,044,424 ORAI",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7533.svg
12/11/2021,12:08:33,810,suterusu,SUTER,$0.007372,+7.39,+6.53,"$28,418,308","55,007,312 SUTER","$405,499","3,855,040,000 SUTER",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4841.svg
12/11/2021,12:08:33,1901,bAlpha,BALPHA,$51.58,+7.33,+8.14,"$928,460","5,212 BALPHA","$268,842","18,000 BALPHA",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8710.svg
12/11/2021,12:08:33,507,PolkaBridge,PBR,$2.34,+3.27,+5.31,"$84,137,608","3,091,063 PBR","$7,238,878","35,927,474 PBR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8320.svg
12/11/2021,12:08:33,508,Ribbon Finance,RBN,$2.12,+4.05,+0.10,"$83,872,715","722,917 RBN","$1,531,552","39,589,271 RBN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12387.svg
12/11/2021,12:08:33,509,Bytom,BTM,$0.05181,-1.89,-5.54,"$83,709,316","266,485,079 BTM","$13,806,808","1,615,672,756 BTM",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1866.svg
12/11/2021,12:08:33,510,Bounce Token,AUCTION,$39.96,-4.03,+3.34,"$83,279,935","495,282 AUCTION","$19,792,665","2,083,956 AUCTION",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8602.svg
12/11/2021,12:08:33,901,Pepe Cash,PEPECASH,$0.03055,-1.65,-0.54,"$21,441,778","16,081 PEPECASH",$491,"701,884,009 PEPECASH",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1405.svg
12/11/2021,12:08:33,1902,JustBet,WINR,$0.0007937,+8.95,-2.67,"$926,305","15,008,247 WINR","$11,912","1,167,050,613 WINR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7494.svg
12/11/2021,12:08:33,1903,NANJCOIN,NANJ,$0.00004783,+3.15,-5.66,"$926,148","3,010,000 NANJ",$144,"19,361,889,557 NANJ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2595.svg
12/11/2021,12:08:33,1904,AmonD,AMON,$0.001106,+0.04,-7.71,"$924,177","8,966,397 AMON","$9,919","835,430,514 AMON",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4712.svg
12/11/2021,12:08:33,1905,Iridium,IRD,$0.03901,-1.08,-4.05,"$920,633","48,023 IRD","$1,873","23,601,819 IRD",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3457.svg
12/11/2021,12:08:33,1906,Gaj Finance,GAJ,$0.4725,+6.45,+1.29,"$917,463","62,086 GAJ","$29,333","1,941,876 GAJ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11417.svg
12/11/2021,12:08:33,1907,Wrapped Gen-0 CryptoKitties,WG0,$477.42,-1.23,-4.39,"$917,123",29 WG0,"$13,966","1,921 WG0",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7472.svg
12/11/2021,12:08:33,902,FREE Coin,FREE,$0.000002118,-5.91,-0.09,"$21,055,624","152,755,035,207 FREE","$323,610","9,938,989,997,635 FREE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3388.svg
12/11/2021,12:08:33,903,Binemon,BIN,$0.02632,+4.00,+4.41,"$21,052,328","83,743,820 BIN","$2,203,753","800,000,000 BIN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11412.svg
12/11/2021,12:08:33,904,ARMOR,ARMOR,$0.1671,-5.81,+0.48,"$21,050,661","15,461,560 ARMOR","$2,584,071","125,954,745 ARMOR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8309.svg
12/11/2021,12:08:33,905,Blank Wallet,BLANK,$1.08,+6.30,+8.27,"$21,032,593","2,742,652 BLANK","$2,974,252","19,394,814 BLANK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8695.svg
12/11/2021,12:08:33,906,AppCoins,APPC,$0.08577,+1.94,+3.23,"$20,974,172","2,131,189 APPC","$182,799","244,530,276 APPC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2344.svg
12/11/2021,12:08:33,1908,TigerCash,TCH,$0.01636,+0.45,+0.02,"$915,975","398,452,147 TCH","$6,517,373","55,999,900 TCH",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3806.svg
12/11/2021,12:08:33,1909,GlobalBoost-Y,BSTY,$0.05089,-0.09,-5.81,"$913,570","330,630 BSTY","$16,827","17,950,579 BSTY",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/644.svg
12/11/2021,12:08:33,1910,AstroTools,ASTRO,$0.3034,+2.96,-2.85,"$910,098","2,607 ASTRO",$791,"3,000,000 ASTRO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6894.svg
12/11/2021,12:08:33,907,Wabi,WABI,$0.2096,+3.92,-1.32,"$20,963,080","9,628,524 WABI","$2,018,435","99,999,999 WABI",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2267.svg
12/11/2021,12:08:33,908,Bird.Money,BIRD,$235.24,+7.18,+0.45,"$20,937,885","21,452 BIRD","$5,046,373","89,007 BIRD",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7795.svg
12/11/2021,12:08:33,909,Meter Governance,MTRG,$8.95,+7.44,+5.88,"$20,752,558","149,844 MTRG","$1,341,323","2,318,338 MTRG",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5919.svg
12/11/2021,12:08:33,910,Aventus,AVT,$3.46,-6.41,+6.74,"$20,753,352","61,780 AVT","$213,690","6,000,000 AVT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1948.svg
12/11/2021,12:08:33,2201,Elysian,ELY,$0.003396,-9.58,-8.08,"$332,660","64,916,497 ELY","$220,434","97,966,210 ELY",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2944.svg
12/11/2021,12:08:33,2202,Ormeus Ecosystem,ECO,$0.000149,-0.01,+4.54,"$332,401","843,847,885 ECO","$125,757","2,230,453,136 ECO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4466.svg
12/11/2021,12:08:33,2203,Parkgene,GENE,$0.001105,+0.50,+4.54,"$325,665",,,"294,760,863 GENE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2720.svg
12/11/2021,12:08:33,2204,Finminity,FMT,$0.1852,-5.06,+5.20,"$324,491","221,477 FMT","$41,021","1,751,981 FMT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9116.svg
12/11/2021,12:08:33,2205,Zeusshield,ZSC,$0.0002748,-3.97,+5.00,"$321,427","94,664,306 ZSC","$26,016","1,169,566,883 ZSC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2047.svg
12/11/2021,12:08:33,2206,Bancacy,BNY,$0.002392,+3.15,+5.37,"$321,379",,,"134,373,899 BNY",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4775.svg
12/11/2021,12:08:33,2207,Digitalcoin,DGC,$0.008449,+8.87,-2.89,"$320,947",391 DGC,$3,"37,987,226 DGC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/18.svg
12/11/2021,12:08:33,2208,MotaCoin,MOTA,$0.005851,-9.51,-2.95,"$318,695","206,164 MOTA","$1,206","54,465,890 MOTA",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4028.svg
12/11/2021,12:08:33,2209,Rope,$ROPE,$11.28,+3.35,-2.79,"$315,715",,,"28,000 $ROPE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7174.svg
12/11/2021,12:08:33,2210,Innova,INN,$0.04561,+8.16,+0.23,"$314,802","4,558 INN",$208,"6,901,771 INN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2160.svg
12/11/2021,12:08:33,2401,Pirl,PIRL,$0.001235,+0.54,+4.57,"$104,496",,,"84,593,637 PIRL",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2105.svg
12/11/2021,12:08:33,2402,MojoCoin,MOJO,$0.008452,+0.54,+4.57,"$103,762",,,"12,276,850 MOJO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1212.svg
12/11/2021,12:08:33,2403,Arionum,ARO,$0.0006499,+0.49,+8.76,"$103,611","506,584 ARO",$329,"159,429,300 ARO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3024.svg
12/11/2021,12:08:33,2404,Bitcoin Classic,BXC,$0.1723,+0.56,+6.58,"$103,398",76 BXC,$13,"600,147 BXC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5168.svg
12/11/2021,12:08:33,2405,DABANKING,DAB,$0.02,-0.05,-0.08,"$102,399","5,745 DAB",$115,"5,118,932 DAB",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4284.svg
12/11/2021,12:08:33,2406,CBDAO,BREE,$0.09567,+3.15,+5.37,"$102,157","689,932 BREE","$66,004","1,067,840 BREE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6502.svg
12/11/2021,12:08:33,2407,YENTEN,YTN,$0.002428,-3.98,+1.36,"$101,845","9,859 YTN",$24,"41,952,065 YTN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2290.svg
12/11/2021,12:08:33,2408,Coin2.1,C2,$0.0013,+0.54,+4.58,"$101,742",,,"78,245,975 C2",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/367.svg
12/11/2021,12:08:33,2409,Defis,XGM,$0.0007478,-0.26,+8.74,"$100,627","183,204 XGM",$137,"134,558,580 XGM",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5847.svg
12/11/2021,12:08:33,2410,Ormeus Cash,OMC,$0.0005261,-0.05,+1.06,"$100,168","401,816,772 OMC","$211,395","190,398,627 OMC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5818.svg
12/11/2021,12:08:33,1501,TenUp,TUP,$0.2367,-4.82,-4.59,"$3,385,554","1,023,212 TUP","$242,241","14,300,413 TUP",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4411.svg
12/11/2021,12:08:33,1502,Bezant,BZNT,$0.003851,-2.77,+8.68,"$3,382,651","209,656 BZNT",$807,"878,398,685 BZNT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2727.svg
12/11/2021,12:08:33,1503,PWR Coin,PWR,$0.0003489,+0.62,+4.71,"$3,372,066",,,"9,664,500,811 PWR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1279.svg
12/11/2021,12:08:33,1504,Pinkcoin,PINK,$0.007799,+0.47,+5.82,"$3,371,617","745,651 PINK","$5,816","432,297,522 PINK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/313.svg
12/11/2021,12:08:33,1505,Polytrade,TRADE,$0.7819,+6.99,+7.93,"$3,363,770","2,612,403 TRADE","$2,042,519","4,302,297 TRADE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10465.svg
12/11/2021,12:08:33,1506,MIR COIN,MIR,$0.004302,-0.07,-0.72,"$3,358,379","17,313,165 MIR","$74,484","780,627,481 MIR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3371.svg
12/11/2021,12:08:33,1507,Gridcoin,GRC,$0.008449,+1.22,+3.20,"$3,356,523","1,182,738 GRC","$9,993","397,273,756 GRC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/833.svg
12/11/2021,12:08:33,2501,Neutron,NTRN,$0.001495,+0.49,-3.81,"$58,477",,,"39,121,694 NTRN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/894.svg
12/11/2021,12:08:33,1508,VAULT,VAULT,$6.95,+2.48,+2.87,"$3,356,253",161 VAULT,"$1,121","482,598 VAULT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5003.svg
12/11/2021,12:08:33,1509,KeyFi,KEYFI,$1.25,+6.16,+8.91,"$3,351,240","124,217 KEYFI","$154,842","2,688,429 KEYFI",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8561.svg
12/11/2021,12:08:33,1510,Argentine Football Association Fan Token,ARG,$2.38,-0.64,+3.28,"$3,349,554","57,956 ARG","$138,081","1,405,885 ARG",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10430.svg
12/11/2021,12:08:33,2502,4NEW,KWATT,$0.0009485,+1.46,+9.92,"$58,006","2,403,113 KWATT","$2,279","61,152,763 KWATT",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3209.svg
12/11/2021,12:08:33,2503,Arepacoin,AREPA,$0.003367,+5.06,+6.39,"$57,859",97 AREPA,$0,"17,183,558 AREPA",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3133.svg
12/11/2021,12:08:33,2504,Giant,GIC,$0.002926,+0.54,+0.55,"$57,677",,,"19,714,261 GIC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3104.svg
12/11/2021,12:08:33,2505,KUN,KUN,$28.61,+0.40,-6.34,"$57,212",35 KUN,$991,"2,000 KUN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3444.svg
12/11/2021,12:08:33,2506,Waletoken,WTN,$0.00000287,+3.15,-0.97,"$57,167","122,619,000 WTN",$352,"19,918,713,667 WTN",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3484.svg
12/11/2021,12:08:33,2507,DNotes,NOTE,$0.0004207,+1.13,+4.75,"$56,818",,,"135,043,262 NOTE",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/184.svg
12/11/2021,12:08:33,2001,LUXCoin,LUX,$0.05586,-0.10,-1.16,"$696,404","2,658 LUX",$148,"12,466,314 LUX",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2107.svg
12/11/2021,12:08:33,2508,FuzzBalls,FUZZ,$0.0117,+0.54,-5.89,"$56,523",,,"4,829,945 FUZZ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1241.svg
12/11/2021,12:08:33,2509,ARbit,ARB,$0.005199,+0.49,+4.56,"$56,307",,,"10,830,050 ARB",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/938.svg
12/11/2021,12:08:33,2510,XOVBank,XOV,$0.0003968,+1.01,+4.72,"$56,252",,,"141,755,903 XOV",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3097.svg
12/11/2021,12:08:33,2002,Axis DeFi,AXIS,$0.3323,+2.89,-0.66,"$692,554","176,591 AXIS","$58,673","2,084,401 AXIS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6670.svg
12/11/2021,12:08:33,2003,DFSocial Gaming [old],DFSOCIAL,$92.52,+0.93,-0.17,"$693,866",8 DFSOCIAL,$748,"7,500 DFSOCIAL",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8128.svg
12/11/2021,12:08:33,2004,Equal,EQL,$0.001707,+2.96,+7.94,"$692,912","4,559,307 EQL","$7,784","405,842,550 EQL",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2479.svg
12/11/2021,12:08:33,2005,HashBX,HBX,$0.0011,-0.04,-8.78,"$692,331","19,471 HBX",$21,"629,280,963 HBX",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3769.svg
12/11/2021,12:08:33,2006,Kobocoin,KOBO,$0.02795,+0.42,+4.65,"$690,347",,,"24,700,248 KOBO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/815.svg
12/11/2021,12:08:33,2007,Novacoin,NVC,$0.293,+3.57,+4.83,"$684,272","4,574 NVC","$1,340","2,335,757 NVC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6.svg
12/11/2021,12:08:33,2601,Eurocoin,EUC,$0.00195,+0.54,+4.58,"$24,218",,,"12,416,554 EUC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1038.svg
12/11/2021,12:08:33,2008,Zetacoin,ZET,$0.003897,+0.36,+9.16,"$682,514",,,"175,119,956 ZET",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/56.svg
12/11/2021,12:08:33,2009,SOAR.FI,SOAR,$0.0963,+3.30,+2.94,"$681,764",,,"7,079,877 SOAR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8240.svg
12/11/2021,12:08:33,2010,Ink,INK,$0.001468,+4.94,+9.54,"$680,891","8,935,169 INK","$13,114","463,910,527 INK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2209.svg
12/11/2021,12:08:33,2602,Californium,CF,$0.009748,+0.49,+4.56,"$23,854",,,"2,446,961 CF",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/898.svg
12/11/2021,12:08:33,2603,Sparkle Loyalty,SPRKL,$0.001829,+4.52,+7.08,"$23,807","248,506 SPRKL",$454,"13,017,308 SPRKL",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3780.svg
12/11/2021,12:08:33,2604,CaluraCoin,CLC,$0.00143,+0.54,+5.02,"$23,752",1 CLC,$0,"16,605,856 CLC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4384.svg
12/11/2021,12:08:33,2605,Panda Yield,BBOO,$0.01699,-5.91,-5.17,"$23,707","162,048 BBOO","$2,752","1,395,721 BBOO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8350.svg
12/11/2021,12:08:33,2606,GoHelpFund,HELP,$0.00195,+0.54,+4.56,"$23,692","7,753,561 HELP","$15,123","12,147,167 HELP",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3459.svg
12/11/2021,12:08:33,2607,CrevaCoin,CREVA,$0.0006499,+0.49,+4.56,"$23,650",,,"36,390,750 CREVA",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/986.svg
12/11/2021,12:08:33,2801,Omax Token,OMAX,$0.05352,+9.67,+6.38,,"211,289,885 OMAX","$11,307,604",0 OMAX,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13916.svg
12/11/2021,12:08:33,2608,SafeCapital,SCAP,$0.01268,+9.69,-2.91,"$23,488","3,583 SCAP",$45,"1,852,870 SCAP",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5002.svg
12/11/2021,12:08:33,2609,Abitshadow Token,ABST,$0.00004783,-0.57,+5.88,"$23,487","1,565,171 ABST",$75,"491,010,797 ABST",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4518.svg
12/11/2021,12:08:33,2610,ROIyal Coin,ROCO,$0.01105,+0.54,+8.51,"$23,363",,,"2,113,860 ROCO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3677.svg
12/11/2021,12:08:33,2802,Altura,ALU,$0.2734,+6.30,-2.25,,"40,214,883 ALU","$10,995,388",0 ALU,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9637.svg
12/11/2021,12:08:33,2803,Nakamoto Games,NAKA,$3.72,+1.89,-1.57,,"2,889,145 NAKA","$10,742,914",0 NAKA,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12749.svg
12/11/2021,12:08:33,2804,Playpad,PPAD,$0.8241,+4.62,+4.62,,"12,779,791 PPAD","$10,531,519",0 PPAD,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14338.svg
12/11/2021,12:08:33,2805,Unizen,ZCX,$5.78,+7.77,+7.52,,"1,805,710 ZCX","$10,443,533",0 ZCX,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9263.svg
12/11/2021,12:08:33,2806,Fruits,FRTS,$1.75,-0.79,-2.83,,"5,443,898 FRTS","$9,508,055",0 FRTS,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12131.svg
12/11/2021,12:08:33,2101,EchoLink,EKO,$0.0009874,-5.85,-1.37,"$493,707","22,868,602 EKO","$22,581","500,000,000 EKO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2391.svg
12/11/2021,12:08:33,2807,Inter Milan Fan Token,INTER,$8.16,+3.43,+9.69,,"1,149,476 INTER","$9,382,884",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11796.svg
12/11/2021,12:08:33,2808,3X Long Bitcoin Token,BULL,"$17,389.30",+1.35,+0.34,,525 BULL,"$9,136,849",,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5157.svg
12/11/2021,12:08:33,2809,Wolf Safe Poor People (Polygon),WSPP,$0.0004861,+5.44,-6.90,,"18,096,265,450 WSPP","$8,795,723",0 WSPP,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13119.svg
12/11/2021,12:08:33,2810,SubGame,SGB,$2.21,-1.82,-6.00,,"3,974,970 SGB","$8,782,958",0 SGB,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11158.svg
12/11/2021,12:08:33,2102,NeoWorld Cash,NASH,$0.00002083,-4.95,+1.32,"$493,796","195,128,820 NASH","$4,064","23,709,948,546 NASH",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3867.svg
12/11/2021,12:08:33,2103,Wolves of Wall Street,WOWS,$77.20,+3.30,-2.15,"$491,889",,,"6,371 WOWS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8496.svg
12/11/2021,12:08:33,2104,Ink Protocol,XNK,$0.001156,+2.51,-9.21,"$493,715","183,156 XNK",$212,"427,113,382 XNK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2549.svg
12/11/2021,12:08:33,2105,GoByte,GBX,$0.05132,+5.71,+8.73,"$491,338",917 GBX,$47,"9,574,778 GBX",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2200.svg
12/11/2021,12:08:33,2106,DACSEE,DACS,$0.00065,+0.42,+4.65,"$490,712",,,"754,968,384 DACS",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3054.svg
12/11/2021,12:08:33,2107,BiblePay,BBP,$0.0001904,+2.85,-9.82,"$486,136","645,057,374 BBP","$122,831","2,552,987,248 BBP",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1916.svg
12/11/2021,12:08:33,1701,Azbit,AZ,$0.0000218,+8.25,+0.40,"$1,810,982","21,320,200 AZ",$465,"83,057,996,159 AZ",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4777.svg
12/11/2021,12:08:33,2108,Solaris,XLR,$0.3312,+0.82,-3.94,"$479,737","370,126 XLR","$122,589","1,448,441 XLR",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1606.svg
12/11/2021,12:08:33,2109,Yearn Secure,YSEC,$0.4799,+2.16,+4.06,"$479,770","4,286 YSEC","$2,057","999,682 YSEC",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7572.svg
12/11/2021,12:08:33,2110,MU DANK,DANK,$0.02198,+3.36,-2.52,"$475,997","168,007 DANK","$3,693","21,653,284 DANK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9041.svg
12/11/2021,12:08:33,1702,PIXEL,PXL,$0.003248,+0.38,-4.64,"$1,810,922","8,271 PXL",$27,"557,577,505 PXL",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4091.svg
12/11/2021,12:08:33,1703,ContentBox,BOX,$0.001047,-1.39,-1.77,"$1,800,149","557,726,005 BOX","$583,733","1,719,946,327 BOX",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2945.svg
12/11/2021,12:08:33,1704,Chonk,CHONK,$46.09,+2.28,-6.76,"$1,797,702",26 CHONK,"$1,219","39,000 CHONK",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7487.svg
12/11/2021,12:08:33,1705,Katalyo,KTLYO,$0.1676,+1.83,-5.68,"$1,793,102","460,522 KTLYO","$77,206","10,695,604 KTLYO",https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7885.svg
